link,name,adr,price
https://www.reality.sk//byty/herrys-na-predaj-kompletne-zrekonstruovany-3-izbovy-byt-s-krasnym-vyhladom-na-dubravske-lesy/JuhwvXtXTZu/,HERRYS - Na predaj kompletne zrekonštruovaný 3-izbový byt s krásnym výhľadom na dúbravské lesy, Bratislava-Dúbravka  Karola Adlera,189 900 
https://www.reality.sk//byty/herrys-na-predaj-velkometrazny-2-izbovy-byt-so-samostatnou-kuchynou-na-palisadach-stetinova-ulica/JuemCsrI9kc/,"HERRYS- Na predaj veľkometrážny 2-izbový byt so samostatnou kuchyňou na Palisádach, Štetinová ulica", Bratislava-Staré Mesto  Štetinova,279 900 
https://www.reality.sk//byty/herrys-na-predaj-ciastocne-zrekonstruovany-3-izbovy-byt-s-moznostou-prerabky-na-4-izbovy-byt/Ju_FU2ICqEm/,HERRYS - Na predaj čiastočne zrekonštruovaný 3-izbový byt s možnosťou prerábky na 4-izbový byt, Bratislava-Vrakuňa  Kríková,174 990 
https://www.reality.sk//byty/herrys-na-predaj-vynimocny-3-izbovy-byt-vo-vynimocnej-lokalite-pod-bratislavskym-hradom/JubllC6dKdl/,HERRYS - Na predaj výnimočný 3-izbový byt vo výnimočnej lokalite pod Bratislavským hradom, Bratislava-Staré Mesto  Palisády,499 000 
https://www.reality.sk//byty/herrys-na-predaj-2-izbovy-byt-s-balkonom-v-nedavno-skolaudovanej-novostavbe-ceresne/Ju6I9-aZKoF/,HERRYS - Na predaj 2 izbový byt s balkónom v nedávno skolaudovanej novostavbe Čerešne, Bratislava-Dúbravka  Polianky,175 000 
https://www.reality.sk//byty/herrys-na-predaj-uplne-novy-4-izbovy-byt-s-dvoma-kupelnami-v-novostavbe-ceresne-parking/JuwjO-BybEZ/,"HERRYS - Na predaj úplne nový 4 izbový byt s dvoma kúpeľňami v novostavbe Čerešne, parking", Bratislava-Dúbravka  Polianky,379 000 
https://www.reality.sk//byty/herrys-na-predaj-slnecny-2-izbovy-byt-vo-vynikajucej-lokalite-v-novej-dobe-pri-vivo-poluse/JuExRJMbJEX/,HERRYS - Na predaj slnečný 2 izbový byt vo vynikajúcej lokalite v Novej Dobe pri Vivo (Poluse), Bratislava-Nové Mesto  Vajnorská,159 000 
https://www.reality.sk//byty/herrys-na-predaj-3-izbovy-byt-v-projekte-gastanova-rezidencia-horsky-park/Juel0h4-TFF/,HERRYS - Na predaj 3-izbový byt v projekte Gaštanová/Rezidencia Horský park, Bratislava-Staré Mesto  Gaštanová,380 000 
https://www.reality.sk//byty/herrys-na-predaj-3-izbovy-byt-v-dubravke/JuqhagPk-Yo/,HERRYS - na predaj 3 izbový byt v Dúbravke, Bratislava-Dúbravka  Dúbravčická,210 000 
https://www.reality.sk//byty/herrys-na-predaj-3-izbovy-byt-s-velkorysou-vymerou-a-vlastnou-garazou-v-ruzinove-teslova-ulica/JuPfqXJnzqW/,HERRYS - Na predaj 3-izbový byt s veľkorysou výmerou a vlastnou garážou v Ružinove - Teslova ulica, Bratislava-Ružinov  Teslova,250 000 
https://www.reality.sk//byty/herrys-na-predaj-2-izbovy-byt-s-peknym-vyhladom-v-devinskej-novej-vsi/JucR3bF8boH/,HERRYS - Na predaj 2-izbový byt s pekným výhľadom v Devínskej Novej Vsi, Bratislava-Devínska Nová Ves  Eisnerova,190 000 
https://www.reality.sk//byty/herrys-na-predaj-klimatizovany-3-izbovy-byt-v-novostavbe-novy-ruzinov/Ju0ruoud7TG/,HERRYS – Na predaj klimatizovaný 3 izbový byt v novostavbe Nový Ružinov, Bratislava-Ružinov  Bajkalská,235 000 
https://www.reality.sk//byty/moruse-skolaudovane-v-ponuke-2i-byt-za-bezkonkurencnu-cenu/Ju_ni4I78vpD/,Moruše  SKOLAUDOVANÉ- v ponuke 2i byt za bezkonkurenčnú cenu!, Bratislava-Ružinov  Ivanska cesta,159 900 
https://www.reality.sk//byty/predaj-3-izbovy-byt-93-m2-3-lodzie-bratislava/JuG5J4mNSOH/,"PREDAJ: 3 izbový byt, 93 m2 + 3 lodžie, Bratislava", Bratislava-Nové Mesto  Račianska,164 990 
https://www.reality.sk//byty/na-predaj-1izbovy-byt-v-karlovej-vsi-na-silvanskej-ul/JuSzDi1Rvy5/,Na predaj 1izbový byt v Karlovej Vsi na Silvánskej ul., Bratislava-Karlova Ves  Silvánska,119 900 
https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuiDwb3BE9d/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA, Bratislava-Nové Mesto  Turbínová,257 040 
https://www.reality.sk//byty/babony-tre-na-predaj-krasny-3-izbovy-byt-v-ruzinove-ostredky/JuZo85txS4N/,Babony TRE | Na predaj krásny 3 izbový byt v Ružinove - Ostredky, Bratislava-Ružinov  Ostredková,239 900 
https://www.reality.sk//byty/3d-predaj-3i-bytu-novostavba-citypark-ruzinov-plynarenska-ul-ba-ii/JuKrA013hbv/,"3D, predaj 3i bytu, novostavba CityPark Ružinov, Plynárenská ul, BA II", Bratislava-Ružinov  Plynárenská,349 990 
https://www.reality.sk//byty/predaj-1-izbovy-byt-s-balkonom-ovocne-sady-ba-ruzinov/JuZBK5drkgS/,"PREDAJ, 1 izbový byt s balkónom, Ovocné sady , BA - Ružinov", Bratislava-Ružinov  Ivanská cesta,139 000 
https://www.reality.sk//byty/nova-cena-3-izb-byt-pod-hradom-95m2-po-rekonstrukcii-balkon-garaz/JuKmUhdzi6f/,"NOVÁ CENA 3-izb byt pod hradom, 95m2, po rekonštrukcii, balkón, garáž", Bratislava-Staré Mesto  Zámocká,399 900 
https://www.reality.sk//byty/arthur-moderny-2-5-izb-byt-v-18-rocnom-bytovom-dome-na-hany-melickovej-s-balkonom/JupOPtwSznQ/,"ARTHUR - Moderný  2,5 izb. byt v 18-ročnom bytovom dome  na Hany Meličkovej s balkónom!", Bratislava-Karlova Ves  Hany Meličkovej,229 500 
https://www.reality.sk//byty/arthur-akcia-3izb-byt-podunajske-biskupice-latoricka-ulica/JuKzOl2a7ZI/,"ARTHUR - AKCIA - 3IZB. BYT, Podunajské Biskupice, Latorická ulica", Bratislava-Podunajské Biskupice ,149 990 
https://www.reality.sk//byty/arthur-znalecky-posudok-vam-zabezpecime-ako-bonus/Ju9JcX3E2xjV/,ARTHUR - Znalecký posudok Vám zabezpečíme ako BONUS!, Bratislava-Ružinov ,155 000 
https://www.reality.sk//byty/agent-sk-na-predaj-1-izbovy-byt-lublanska-zilina-vlcince/Ju9-n_H_Tff/,"AGENT.SK | Na predaj 1-izbový byt Ľubľanská, Žilina - Vlčince", Bratislava-Nové Mesto  Ľubľanská,
https://www.reality.sk//byty/78-m2-velky-3-izb-byt-s-5-m2-loggiou-a-spajzou-v-jednej-z-najlepsich-lokalit-bratislavy/Jug57Tv2oh1/,78 m2 veľký 3 izb byt s +5 m2 Loggiou a +špajzou v jednej z najlepších lokalít Bratislavy, Bratislava-Ružinov  Bajzova,259 000 
https://www.reality.sk//byty/2-kk-byt-v-ruzinove-bez-tiarch-na-rekonstrukciu-podla-vlastnych-predstav/JujP4pA4yDF/,2+KK byt v Ružinove bez tiarch na rekonštrukciu podľa vlastných predstáv, Bratislava-Ružinov  Jadrová,169 990 
https://www.reality.sk//byty/rodinny-3-izb-byt-na-latorickej-ulici/JuEa49kEmmw/,Rodinný 3-izb. byt na Latorickej ulici, Bratislava-Podunajské Biskupice  Latorická,175 000 
https://www.reality.sk//byty/agent-sk-na-predaj-pekny-podkrovny-byt-bratislava-nivy/JuGY_J2tdNw/,"AGENT.SK | Na predaj pekný podkrovný byt, Bratislava - Nivy", Bratislava-Ružinov  Miletičova,294 900 
https://www.reality.sk//byty/na-predaj-vynimocny-4-izbovy-byt-v-novostavbe-s-balkonom-2-parkovacie-statia-112-m2-v-bezprostrednej-blizkosti-lesoparku-ba-ii/JukTfueVGGg/,"Na PREDAJ výnimočný 4 izbový byt v novostavbe s balkónom, 2 parkovacie státia, 112  m2, v bezprostrednej blízkosti LESOPARKU, BA II", Bratislava-Vrakuňa  Brezová,420 000 
https://www.reality.sk//byty/priestranny-3-izbovy-byt-s-terasou-s-vyhladom-na-bratislavu-koliba/Ju7Z1sRpyRC/,PRIESTRANNÝ 3 IZBOVÝ BYT S TERASOU S VÝHĽADOM NA BRATISLAVU - KOLIBA, Bratislava-Nové Mesto  Tupého,550 000 
https://www.reality.sk//byty/zariadeny-4-izbovy-byt-v-podunajskych-biskupiciach/Ju6l4Q-OuAr/,ZARIADENÝ 4 IZBOVÝ BYT V PODUNAJSKÝCH BISKUPICIACH, Bratislava-Podunajské Biskupice  Bodrocká,154 900 
https://www.reality.sk//byty/na-predaj-3-izbovy-byt-s-loggiou-v-novom-meste-kramare/JuQXwQGEyfF/,NA PREDAJ 3 IZBOVÝ BYT S LOGGIOU V NOVOM MESTE - KRAMÁRE, Bratislava-Nové Mesto  Stromová,259 000 
https://www.reality.sk//byty/velky-1-izbovy-byt-v-centre-lamaca/JungzyorfTG/,Veľký 1 izbový byt v centre Lamača, Bratislava-Lamač  Studenohorská,127 000 
https://www.reality.sk//byty/charizmaticky-byt-na-kolibe/JuJzp5nyNnp/,Charizmatický byt na Kolibe, Bratislava-Nové Mesto  Pod Vtáčnikom,398 000 
https://www.reality.sk//byty/priestranny-byt-v-top-lokalite-tomasikova-ul-73-6-m2/JudAS-DQtDU/,"Priestranný byt v TOP lokalite - Tomášikova ul. - 73,6 m2", Bratislava-Ružinov  Tomášikova,229 000 
https://www.reality.sk//byty/uzasne-byvanie-aj-investicia-byt-pri-jazere-kuchajda-tomasikova-ul-koloseo/JuprcSzN5LW/,ÚŽASNÉ BÝVANIE AJ INVESTÍCIA- BYT PRI JAZERE KUCHAJDA - Tomášikova ul. - KOLOSEO, Bratislava-Nové Mesto  Tomášikova,229 000 
https://www.reality.sk//byty/predaj-3-izbovy-byt-s-loggiou-pri-vrakunskom-lesoparku-a-malom-dunaji-na-estonskej-ulici-baii-podunajske-biskupice/JuSPs3YYldG/,"Predaj 3 - izbový byt s loggiou, pri Vrakúnskom lesoparku a Malom Dunaji, na Estónskej ulici, BAII – Podunajské Biskupice", Bratislava-Podunajské Biskupice  Estónska,147 000 
https://www.reality.sk//byty/velky-3-izbovy-byt-108-m2-s-dvomi-loggiami-v-blizkosti-malych-karpat/JuGlkNSeXtv/,"VEĽKÝ 3-IZBOVÝ BYT 108 m2 S DVOMI LOGGIAMI, V BLÍZKOSTI MALÝCH KARPÁT", Bratislava-Rača  Pri vinohradoch,339 000 
https://www.reality.sk//byty/na-predaj-slusna-dvojgarsonka-na-stavbarskej-ulici-vo-vrakuni-bratislava/JuQClk3nzRX/,"Na predaj slušná dvojgarsónka na Stavbárskej ulici vo Vrakuni, Bratislava", Bratislava-Vrakuňa  Stavbárska,60 000 
https://www.reality.sk//byty/4-izb-byt-po-celkovej-rekonstrukcii-ruzinov-bancikovej-ul/JuFMZRYY0nN/,"4-IZB. BYT PO CELKOVEJ REKONŠTRUKCII, RUŽINOV, BANCÍKOVEJ UL.", Bratislava-Ružinov  Bancíkovej,245 000 
https://www.reality.sk//byty/exkluzivne-na-predaj-2-5-izbovy-byt-na-prerobenie-64-50-m2-ul-j-c-hronskeho-nove-mesto-cena-174-990/Jumf6jgfS_X/,"EXKLUZÍVNE NA PREDAJ: 2,5 IZBOVÝ BYT NA PREROBENIE, 64,50 M2, UL. J.C. HRONSKÉHO - NOVÉ MESTO, CENA: 174.990 €", Bratislava-Nové Mesto  J. C. Hronského,174 990 
https://www.reality.sk//byty/1-izbovy-byt-bratislava-nove-mesto/Ju1GG4GyHcg/,1-IZBOVÝ BYT  BRATISLAVA NOVÉ MESTO, Bratislava-Nové Mesto  Teplická,119 000 
https://www.reality.sk//byty/3-5-izbovy-byt-ruzinov-lukrativna-lokalita-pri-retre-vyborna-investicna-prilezitost/Juk-gsgTnBJ/,"3,5 - izbový byt RUŽINOV LUKRATÍVNA LOKALITA pri RETRE VÝBORNÁ INVESTIČNÁ PRÍLEŽITOSŤ", Bratislava-Ružinov  Šalviová,209 000 
https://www.reality.sk//byty/vymen-suseda-3-izb-byt-v-novostavbe-greenvia-s-velkym-balkonom-ba-iv-zahorska-bystrica-pri-vapenickom-potoku-ul/JuyIRDQr_FV/,"VYMEŇ SUSEDA! – 3 IZB. BYT V NOVOSTAVBE GREENVIA S VEĽKÝM BALKÓNOM, BA IV. – Záhorská Bystrica, Pri Vápenickom potoku ul.", Bratislava-Záhorská Bystrica  Pri Vápenickom potoku,259 900 
https://www.reality.sk//byty/vymen-suseda-vynimocny-2-izb-byt-pri-jazere-kuchajda-ba-iii-nove-mesto-tomasikova-ul/JudmIWqQ_2n/,"VYMEŇ SUSEDA! – VÝNIMOČNÝ 2 IZB. BYT PRI JAZERE KUCHAJDA, BA III. – Nové Mesto, Tomášikova ul.", Bratislava-Nové Mesto  Tomášikova,209 900 
https://www.reality.sk//byty/estate-invest-vynimocny-5-izb-byt-325-00-m2-s-wellnessom-zahradou-terasou-a-parkingom-ba-i-stare-mesto/JukiL5eh8UD/,"ESTATE INVEST – VÝNIMOČNÝ 5 IZB. BYT 325.00 m2 S WELLNESSOM, ZÁHRADOU, TERASOU A PARKINGOM. BA I/STARÉ MESTO.", Bratislava-Staré Mesto  Drotárska cesta,
https://www.reality.sk//byty/estate-invest-vynimocny-7-izb-mezonet-358-00-m2-s-krbom-wellnes-zahradou-terasou-a-parkingom-ba-i-stare-mesto/JuIJ8rjFbRN/,"ESTATE INVEST – VÝNIMOČNÝ 7 IZB. MEZONET 358.00 m2 S KRBOM, WELLNES, ZÁHRADOU, TERASOU A PARKINGOM. BA I/STARÉ MESTO", Bratislava-Staré Mesto  Drotárska cesta,
https://www.reality.sk//byty/utulny-1-izb-byt-ul-csl-parasutistov/JuMTAwrSLTs/,"útulný 1 izb. byt, ul. Čsl. parašutistov", Bratislava-Nové Mesto  Československých parašutistov,146 900 
https://www.reality.sk//byty/svetly-priestranny-3-izb-byt-dunajska-ul/JuXWCSOKGDx/,"Svetlý, priestranný 3 izb. byt, DUNAJSKÁ ul.", Bratislava-Staré Mesto  Dunajská,290 000 
https://www.reality.sk//byty/novo-zrekonstr-2-izb-byt-kadnarova-ul/JuT4raBSC7Q/,"NOVO zrekonštr. 2 izb. byt, KADNÁROVA ul.", Bratislava-Rača  Kadnárova,149 000 
https://www.reality.sk//byty/4-izb-mezonetovy-byt-s-terasami-v-novostavbe-teslova-ul/Jul-WKY7hGW/,"4 izb. MEZONETOVY byt s terasami v novostavbe, TESLOVA ul.", Bratislava-Ružinov  Teslova,599 000 
https://www.reality.sk//byty/velkometrazny-2-izbovy-byt-s-balkonom-v-novom-meste/JuE0ycGjzLJ/,VEĽKOMETRÁŽNY 2 IZBOVÝ BYT S BALKÓNOM V NOVOM MESTE, Bratislava-Nové Mesto  Tomášikova,269 000 
https://www.reality.sk//byty/2-izb-byt-exnarova-ul/JuiQ5GLFe9B/,"2 izb. byt, EXNÁROVA ul.", Bratislava-Ružinov  Exnárova,177 900 
https://www.reality.sk//byty/na-predaj-2-izbovy-byt-s-loggiou-na-hranicnej-ul-v-ruzinove/JuWOUvv5fOu/,na predaj 2-izbový byt s loggiou  na Hraničnej ul. v Ružinove., Bratislava-Ružinov  Hraničná,193 500 
https://www.reality.sk//byty/svoboda-williams-i-4-izbovy-penthouse-s-vyhladom-na-mesto/JuSqXnAAfo7/,SVOBODA & WILLIAMS I 4-izbový penthouse s výhľadom na mesto, Bratislava-Ružinov ,
https://www.reality.sk//byty/3-izb-byt-sedmokraskova-ul-po-novej-rekonstrukcii/JufwGM2nuln/,"3 izb. byt, Sedmokráskova ul., po novej rekonštrukcii", Bratislava-Ružinov  Sedmokraskova,249 900 
https://www.reality.sk//byty/2-izb-byt-60m2-garaz-povodny-stav-gemerska-ulica-ruzinov-nivy-bratislava/Ju4XhERKje-/,"2-izb.byt,60m2,garáž,pôvodný stav,Gemerská ulica,Ružinov/Nivy-Bratislava.", Bratislava-Ružinov  Gemerská,220 000 
https://www.reality.sk//byty/na-predaj-uplne-novy-3-izbovy-byt-v-novostavbe-ovocne-sady-ruzinov/JuMCwz7OHeK/,"Na  predaj úplne nový 3-izbový byt v novostavbe Ovocné Sady, Ružinov.", Bratislava-Ružinov  Ivanská cesta,205 000 
https://www.reality.sk//byty/renatas-predaj-2izb-po-kompletnej-rekonstrukcii/JujzZQc5c61/,RENATAS - PREDAJ 2IZB. PO KOMPLETNEJ REKONŠTRUKCII, Bratislava-Nové Mesto  Vajnorská,154 000 
https://www.reality.sk//byty/renatas-2izbovy-byt-timravina-hradny-kopec/Jup_26KQYXw/,RENATAS - 2IZBOVÝ BYT TIMRAVINA - HRADNÝ KOPEC, Bratislava-Staré Mesto  Timravina,319 000 
https://www.reality.sk//byty/novy-3-izbovy-byt-s-velkou-loggiou-kompletna-rekonstrukcia-11-2023-mudrochova-ul-bratislava-raca/JucrBZIyi1JT/,NOVÝ - 3 izbový byt s veľkou loggiou - kompletná rekonštrukcia 11/2023 - Mudrochova ul. Bratislava Rača, Bratislava-Rača  Mudrochova,209 800 
https://www.reality.sk//byty/na-predaj-2-izbovy-byt-v-bratislave-dubravka-pri-oc-saratov-8poschodova-bytovka/Ju6j6tBuksY/,Na predaj 2 izbový byt v Bratislave Dúbravka pri OC Saratov 8poschodová bytovka, Bratislava-Dúbravka  Fedákova,129 900 
https://www.reality.sk//byty/bezbarierovy-3-izbovy-novo-zrekonstruovany-byt-s-loggiou-v-zelenej-casti-dubravka/Ju0XL9a230z/,BEZBARIÉROVÝ – 3 izbový NOVO zrekonštruovaný byt s loggiou v zelenej časti Dúbravka, Bratislava-Dúbravka  Nejedlého,188 700 
https://www.reality.sk//byty/1-izb-byt-s-velkou-terasou-v-novsej-stavbe-2009-kresankova-7a-bratislava-iv/JuwSiPW2CV6j/,"1 izb. byt s veľkou terasou v novšej stavbe 2009 - Kresánkova 7A, Bratislava IV", Bratislava-Karlova Ves  Kresánkova,139 800 
https://www.reality.sk//byty/kompletne-zrekonstruovany-3-izbovy-byt-kuklovska-karlova-ves-ba-iv/JuyPA7p5GqfT/,"Kompletne zrekonštruovaný 3-izbový byt, Kuklovská, Karlova Ves - BA IV.", Bratislava-Karlova Ves  Kuklovská,207 000 
https://www.reality.sk//byty/kompletne-zrekonstruovany-3-izbovy-byt-s-dvomi-loggiami-adamiho-karlova-ves-ba-iv/JusoVgPTICX/,"Kompletne zrekonštruovaný 3-izbový byt s dvomi loggiami, Adámiho, Karlova Ves - BA IV.", Bratislava-Karlova Ves  Adámiho,215 000 
https://www.reality.sk//byty/rado-zariadeny-1-5-izb-byt-50m2-v-novostavbe-ruzinovska-44/JuZKVIwJRO5/,"RADO | ZARIADENÝ 1,5-IZB. BYT 50m2 V NOVOSTAVBE RUŽINOVSKÁ 44.", Bratislava-Ružinov  Ružinovská,159 980 
https://www.reality.sk//byty/na-predaj-uplne-novy-2-izbovy-apartman-s-balkonom-v-novostavbe-galvaniho-dvory/JuXB4D43puY/,Na predaj úplne nový 2 izbový apartmán s balkónom v novostavbe Galvaniho Dvory, Bratislava-Ružinov  Galvaniho,162 400 
https://www.reality.sk//byty/predaj-1-izb-byt-tilgnerova-ul-bratislava/JupihNihOYi/,"Predaj 1 izb byt, Tilgnerova ul., Bratislava", Bratislava-Karlova Ves  Tilgnerova,114 900 
https://www.reality.sk//byty/3i-byt-ba-ii-74-m2-nadstandardne-zariadeny-byt-balkon-aj-loggia-kompletna-rekonstrukcia-2023/JufdQk1i8Ot/,"3i byt – BA II: 74 m2, NADŠTANDARDNE ZARIADENÝ BYT, balkón aj loggia, KOMPLETNÁ REKONŠTRUKCIA 2023", Bratislava-Ružinov  Rumančeková,247 990 
https://www.reality.sk//byty/3-izbovy-byt-homolova-ulica-dubravka/JufA8gX4Sg9/,"3 izbový byt, Homolová ulica, Dúbravka", Bratislava-Dúbravka  Homolova,195 000 
https://www.reality.sk//byty/skvely-slnecny-3i-byt-115-m2-loggia-12-m2-2-x-parking-river-park/Ju9mH8YULUq/,"Skvelý slnečný 3i byt, 115 m2, loggia 12 m2, 2 x parking, River Park", Bratislava-Staré Mesto  Dvořákovo nábrežie,850 000 
https://www.reality.sk//byty/priestranny-4i-byt-78m2-skvela-obcianska-vybavenost-vizualizacia/JuAacgzqhLw/,"Priestranný 4i byt 78m2, skvelá občianska vybavenosť, vizualizácia", Bratislava-Vrakuňa  Rajčianska,171 900 
https://www.reality.sk//byty/predaj-3izb-byt-68-96m2-ul-trebisovska-strkovec-ruzinov/Ju4ACB9GdkA/,"Predaj 3izb. byt, 68,96m2, ul. Trebišovská, Štrkovec - Ružinov", Bratislava-Ružinov  Trebišovská,169 000 
https://www.reality.sk//byty/lexxus-predaj-zariadeny-3i-byt-rekonstrukcia-ul-karola-adlera-dubravka-ba-iv-74-12-m2/JuEc__M9lXE/,"LEXXUS | PREDAJ ZARIADENÝ 3i byt , REKONŠTRUKCIA, ul. Karola Adlera, Dúbravka, BA IV., 74,12 m2", Bratislava-Dúbravka  Karola Adlera,
https://www.reality.sk//byty/predaj-velky-3-izb-byt-cajakova-bratislava-stare-mesto/JumZ7beK7JK/,"PREDAJ veľký 3-izb. byt ČAJAKOVA, Bratislava-Staré Mesto", Bratislava-Staré Mesto  Čajakova,397 800 
https://www.reality.sk//byty/na-predaj-4izbovy-byt-v-pokojnej-casti-ruzinova-na-ul-liscie-nivy-s-rychlou-dostupnostou-do-centra-mesta/JuLYF2Dqi9Z/,Na predaj 4izbový byt v pokojnej časti Ružinova na ul. Líščie nivy s rýchlou dostupnosťou do centra mesta, Bratislava-Ružinov  Líščie nivy,249 000 
https://www.reality.sk//byty/prakticky-2-izb-byt-v-novostavbe/Jut-PAVC-KA/,Praktický 2 izb byt v novostavbe, Bratislava-Ružinov  Ivanská cesta,162 000 
https://www.reality.sk//byty/na-predaj-slnecny-3-izbovy-byt-s-lodziou-v-novostavbe-iii-veze/JuPs98BdbMi/,Na predaj slnečný 3 izbový byt s lodžiou v novostavbe III. Veže, Bratislava-Nové Mesto  Bajkalská,308 000 
https://www.reality.sk//byty/fantasticka-ponuka-1-izbovy-byt-43-5m2-s-loggiou-pristavna-1/JufQex8cgwL/,"FANTASTICKÁ PONUKA, 1-izbový BYT 43,5m2 s loggiou Prístavná 1", Bratislava-Ružinov  Prístavná,169 900 
https://www.reality.sk//byty/ponukame-vam-na-predaj-1-izbovy-byt-s-velkou-loggiou-v-jednej-z-najkrajsich-lokalit-m-c-dubravka-ul-sokolikova/JuzUHwiJJoa/,"Ponúkame Vám, na predaj 1-izbový  byt s veľkou LOGGIOU v  jednej z najkrajších lokalít m.č. Dúbravka  ul. Sokolíkova", Bratislava-Dúbravka  Sokolíkova,109 900 
https://www.reality.sk//byty/rendez-novostavba-1izbovy-apt-na-predaj/JuGiGUuq_WA/,Rendez novostavba -1izbový apt. na predaj, Bratislava-Rača  Sklabinská,148 900 
https://www.reality.sk//byty/predaj-1-izbovy-byt-43-m2-lodzia-bratislava-stare-mesto/JuaRCQbAHkT/,"PREDAJ: 1 izbový byt, 43 m2 + lodžia, Bratislava - Staré Mesto", Bratislava-Staré Mesto  Blumentálska,159 900 
https://www.reality.sk//byty/vyborna-lokalita-4izb-byt-2x-loggia-78-m2-pri-strkoveckom-jazere-bratislava-ruzinov/Ju0VgzW8Ajq/,"Výborná lokalita! 4izb. byt, 2x loggia, 78 m2 pri Štrkoveckom jazere, Bratislava - Ružinov", Bratislava-Ružinov  Sabinovská,255 000 
https://www.reality.sk//byty/slnecny-2-izb-byt-s-vyhladom-do-vnutrobloku-v-novostavbe-bory-byvanie/JuX9w-70f6-/,Slnečný 2 izb. byt s výhľadom do vnútrobloku v novostavbe Bory Bývanie, Bratislava-Lamač  Jána Langoša 3/A,193 000 
https://www.reality.sk//byty/penthouse-so-zelenou-terasou-v-rezidencii-k-zeleznej-studienke/JuECvuZdAiV/,Penthouse so zelenou terasou v Rezidencii K Železnej Studienke, Bratislava-Staré Mesto  K Železnej studienke,
https://www.reality.sk//byty/exkluzivny-penthouse-v-rezidencia-k-zeleznej-studienke/JuEGSVrU3Lj/,Exkluzívny penthouse v Rezidencia K Železnej Studienke, Bratislava-Staré Mesto  K Železnej studienke,
https://www.reality.sk//byty/1izbovy-byt-v-ovocnych-sadoch-s-vyhladom-az-na-bratislavsky-hrad/JuSp21MNTHh/,1izbový byt v Ovocných sadoch s výhľadom až na Bratislavský hrad, Bratislava-Ružinov  Ivánska cesta,125 000 
https://www.reality.sk//byty/tichy-slnecny-byt-v-centre/JunjbuntPr_/,tichý slnečný byt v centre, Bratislava-Staré Mesto  Karadžičova,168 000 
